id,priority_score,source,source_id,doi,title,authors,year,publication_date,url,pdf_url,is_open_access,cited_by_count,venue,concepts,topic_id,topic_label,track_ids,problem_ids,query,abstract
6d8e47216c618cb2,9,OpenAlex,https://openalex.org/W3036046236,10.3390/s20123537,Defending Airports from UAS: A Survey on Cyber-Attacks and Counter-Drone Sensing Technologies,"[""Georgia Lykou"", ""Dimitrios Moustakas"", ""Dimitris Gritzalis""]",2020,2020-06-22,https://doi.org/10.3390/s20123537,https://www.mdpi.com/1424-8220/20/12/3537/pdf?version=1593512222,True,246,Sensors,"[""Drone"", ""Resilience (materials science)"", ""Computer security"", ""Context (archaeology)"", ""Aviation"", ""Airport security"", ""Plan (archaeology)"", ""Risk analysis (engineering)""]",T1_counter_uas_sensor_fusion,Counter-UAS 탐지·추적·요격,"[""T1""]","[""T1-003"", ""T1-005""]",autonomous drone interception target tracking counter unmanned aircraft systems,"As the fastest growing segment of aviation, unmanned aerial systems (UAS) continue to increase in number, technical complexity and capabilities. Numerous civilian and commercial uses are drastically transforming civil protection, asset delivery, commercial and entertaining activities. However, UAS pose significant challenges in terms of safety, security and privacy within society. An increasing phenomenon, nowadays, is drone-related incidents near airport facilities, which are expected to proliferate in frequency, complexity and severity, as drones become larger and more powerful. Critical infrastructures need to be protected from such aerial attacks, through effective counteracting technologies, risk management and resilience plans. In this paper, we present a survey of drone incidents near airports and a literature review of sensor technologies, able to prevent, detect, identify and mitigate rogue drones. We exhibit the benefits and limitations of available counter-drone technologies (C-UAS); however, defending airports against misused drone activity is a hard problem. Therefore, we analyze three realistic attack scenarios from malicious drones and propose an effective C-UAS protection plan for each case. We discuss applicability limitations of C-UAS in the aviation context and propose a resilience action plan for airport stakeholders for defending against airborne threats from misused drones."
05e24716ec4c220a,9,OpenAlex,https://openalex.org/W4398143508,10.1038/s41562-024-01882-z,Testing theory of mind in large language models and humans,"[""James W. A. Strachan"", ""Dalila Albergo"", ""Giulia Borghini"", ""Oriana Pansardi"", ""Eugenio Scaliti"", ""Saurabh Gupta"", ""K. B. Saxena"", ""Alessandro Rufo""]",2024,2024-05-20,https://doi.org/10.1038/s41562-024-01882-z,https://www.nature.com/articles/s41562-024-01882-z.pdf,True,229,Nature Human Behaviour,"[""Psychology"", ""Cognitive science"", ""Cognitive psychology"", ""Computer science""]",X_llm_reliability_provenance,LLM 신뢰성 / citation / provenance / 평가,"[""T2"", ""T3"", ""T5""]","[""T2-001"", ""T3-001"", ""T5-002""]",LLM agents tool use evaluation provenance question answering,"At the core of what defines us as humans is the concept of theory of mind: the ability to track other people's mental states. The recent development of large language models (LLMs) such as ChatGPT has led to intense debate about the possibility that these models exhibit behaviour that is indistinguishable from human behaviour in theory of mind tasks. Here we compare human and LLM performance on a comprehensive battery of measurements that aim to measure different theory of mind abilities, from understanding false beliefs to interpreting indirect requests and recognizing irony and faux pas. We tested two families of LLMs (GPT and LLaMA2) repeatedly against these measures and compared their performance with those from a sample of 1,907 human participants. Across the battery of theory of mind tests, we found that GPT-4 models performed at, or even sometimes above, human levels at identifying indirect requests, false beliefs and misdirection, but struggled with detecting faux pas. Faux pas, however, was the only test where LLaMA2 outperformed humans. Follow-up manipulations of the belief likelihood revealed that the superiority of LLaMA2 was illusory, possibly reflecting a bias towards attributing ignorance. By contrast, the poor performance of GPT originated from a hyperconservative approach towards committing to conclusions rather than from a genuine failure of inference. These findings not only demonstrate that LLMs exhibit behaviour that is consistent with the outputs of mentalistic inference in humans but also highlight the importance of systematic testing to ensure a non-superficial comparison between human and artificial intelligences."
9425f490c76389de,9,OpenAlex,https://openalex.org/W4390535614,10.1038/s41586-023-06825-8,Satellite mapping reveals extensive industrial activity at sea,"[""Fernando Paolo"", ""David A. Kroodsma"", ""Jennifer Raynor"", ""Timothy Hochberg"", ""Pete Davis"", ""Jesse Cleary"", ""Luca Marsaglia"", ""Sara Orofino""]",2024,2024-01-03,https://doi.org/10.1038/s41586-023-06825-8,https://www.nature.com/articles/s41586-023-06825-8.pdf,True,226,Nature,"[""Fishing"", ""Geography"", ""Population"", ""Submarine pipeline"", ""Industrialisation"", ""Oceanography"", ""Environmental science"", ""Fishery""]",T4_maritime_anomaly_ais,AIS 기반 해상 이상탐지 / 회색지대 조기경보,"[""T4""]","[""T4-001"", ""T4-002""]",maritime vessel trajectory anomaly detection AIS deep learning,". We combine satellite imagery, vessel GPS data and deep-learning models to map industrial vessel activities and offshore energy infrastructure across the world's coastal waters from 2017 to 2021. We find that 72-76% of the world's industrial fishing vessels are not publicly tracked, with much of that fishing taking place around South Asia, Southeast Asia and Africa. We also find that 21-30% of transport and energy vessel activity is missing from public tracking systems. Globally, fishing decreased by 12 ± 1% at the onset of the COVID-19 pandemic in 2020 and had not recovered to pre-pandemic levels by 2021. By contrast, transport and energy vessel activities were relatively unaffected during the same period. Offshore wind is growing rapidly, with most wind turbines confined to small areas of the ocean but surpassing the number of oil structures in 2021. Our map of ocean industrialization reveals changes in some of the most extensive and economically important human activities at sea."
700ccc1b5120a121,9,OpenAlex,https://openalex.org/W4320493621,10.3390/app13042304,Robots in Inspection and Monitoring of Buildings and Infrastructure: A Systematic Review,"[""Srijeet Halder"", ""Kereshmeh Afsari""]",2023,2023-02-10,https://doi.org/10.3390/app13042304,https://www.mdpi.com/2076-3417/13/4/2304/pdf?version=1676282653,True,206,Applied Sciences,"[""Robot"", ""Robotics"", ""Automation"", ""Construction engineering"", ""Engineering"", ""Systems engineering"", ""Computer science"", ""Artificial intelligence""]",T2_air_isr_fusion,공중 ISR 다중소스 융합,"[""T2""]","[""T2-002""]",airborne ISR data fusion anomaly detection open source intelligence,"Regular inspection and monitoring of buildings and infrastructure, that is collectively called the built environment in this paper, is critical. The built environment includes commercial and residential buildings, roads, bridges, tunnels, and pipelines. Automation and robotics can aid in reducing errors and increasing the efficiency of inspection tasks. As a result, robotic inspection and monitoring of the built environment has become a significant research topic in recent years. This review paper presents an in-depth qualitative content analysis of 269 papers on the use of robots for the inspection and monitoring of buildings and infrastructure. The review found nine different types of robotic systems, with unmanned aerial vehicles (UAVs) being the most common, followed by unmanned ground vehicles (UGVs). The study also found five different applications of robots in inspection and monitoring, namely, maintenance inspection, construction quality inspection, construction progress monitoring, as-built modeling, and safety inspection. Common research areas investigated by researchers include autonomous navigation, knowledge extraction, motion control systems, sensing, multi-robot collaboration, safety implications, and data transmission. The findings of this study provide insight into the recent research and developments in the field of robotic inspection and monitoring of the built environment and will benefit researchers, and construction and facility managers, in developing and implementing new robotic solutions."
27b350ab65915aca,9,OpenAlex,https://openalex.org/W2986358680,10.3390/s19224837,Deep Learning on Multi Sensor Data for Counter UAV Applications—A Systematic Review,"[""Stamatios Samaras"", ""Eleni Diamantidou"", ""Dimitrios Ataloglou"", ""Nikos Sakellariou"", ""Anastasios Vafeiadis"", ""Vasilis Magoulianitis"", ""Antonios Lalas"", ""Anastasios Dimou""]",2019,2019-11-06,https://doi.org/10.3390/s19224837,https://www.mdpi.com/1424-8220/19/22/4837/pdf?version=1573145800,True,203,Sensors,"[""Computer science"", ""Deep learning"", ""Variety (cybernetics)"", ""Sensor fusion"", ""Process (computing)"", ""Artificial intelligence"", ""Radar"", ""Object detection""]",T1_counter_uas_sensor_fusion,Counter-UAS 탐지·추적·요격,"[""T1"", ""T4""]","[""T1-003"", ""T1-005"", ""T4-001"", ""T4-003""]",counter UAS drone detection RF EO IR radar sensor fusion,"Usage of Unmanned Aerial Vehicles (UAVs) is growing rapidly in a wide range of consumer applications, as they prove to be both autonomous and flexible in a variety of environments and tasks. However, this versatility and ease of use also brings a rapid evolution of threats by malicious actors that can use UAVs for criminal activities, converting them to passive or active threats. The need to protect critical infrastructures and important events from such threats has brought advances in counter UAV (c-UAV) applications. Nowadays, c-UAV applications offer systems that comprise a multi-sensory arsenal often including electro-optical, thermal, acoustic, radar and radio frequency sensors, whose information can be fused to increase the confidence of threat's identification. Nevertheless, real-time surveillance is a cumbersome process, but it is absolutely essential to detect promptly the occurrence of adverse events or conditions. To that end, many challenging tasks arise such as object detection, classification, multi-object tracking and multi-sensor information fusion. In recent years, researchers have utilized deep learning based methodologies to tackle these tasks for generic objects and made noteworthy progress, yet applying deep learning for UAV detection and classification is considered a novel concept. Therefore, the need to present a complete overview of deep learning technologies applied to c-UAV related tasks on multi-sensor data has emerged. The aim of this paper is to describe deep learning advances on c-UAV related tasks when applied to data originating from many different sensors as well as multi-sensor information fusion. This survey may help in making recommendations and improvements of c-UAV applications for the future."
469003d2c36cc985,9,OpenAlex,https://openalex.org/W4321789669,10.3390/s23052519,5G Technology in Healthcare and Wearable Devices: A Review,"[""Delshi Howsalya Devi"", ""D. Kumutha"", ""Ammar Armghan"", ""Meshari Alsharari"", ""Khaled Aliqab"", ""Vishal Sorathiya"", ""Sudipta Das"", ""Nasr Rashid""]",2023,2023-02-24,https://doi.org/10.3390/s23052519,https://www.mdpi.com/1424-8220/23/5/2519/pdf?version=1677225386,True,162,Sensors,"[""Wearable computer"", ""Health care"", ""Wearable technology"", ""Rehabilitation"", ""Computer science"", ""Medicine"", ""Risk analysis (engineering)"", ""Embedded system""]",T1_radio_silent_iff,무선침묵 IFF / 저방출 피아식별,"[""T1""]","[""T1-006""]",radio silent authentication unmanned aerial vehicles challenge response protocol,"Wearable devices with 5G technology are currently more ingrained in our daily lives, and they will now be a part of our bodies too. The requirement for personal health monitoring and preventive disease is increasing due to the predictable dramatic increase in the number of aging people. Technologies with 5G in wearables and healthcare can intensely reduce the cost of diagnosing and preventing diseases and saving patient lives. This paper reviewed the benefits of 5G technologies, which are implemented in healthcare and wearable devices such as patient health monitoring using 5G, continuous monitoring of chronic diseases using 5G, management of preventing infectious diseases using 5G, robotic surgery using 5G, and 5G with future of wearables. It has the potential to have a direct effect on clinical decision making. This technology could improve patient rehabilitation outside of hospitals and monitor human physical activity continuously. This paper draws the conclusion that the widespread adoption of 5G technology by healthcare systems enables sick people to access specialists who would be unavailable and receive correct care more conveniently."
5d588585771efa40,9,OpenAlex,https://openalex.org/W4308167307,10.1109/ojcoms.2022.3215676,"Explainable AI Over the Internet of Things (IoT): Overview, State-of-the-Art and Future Directions","[""Senthil Kumar Jagatheesaperumal"", ""Quoc‐Viet Pham"", ""Rukhsana Ruby"", ""Zhaohui Yang"", ""Chunmei Xu"", ""Zhaoyang Zhang""]",2022,2022-01-01,https://doi.org/10.1109/ojcoms.2022.3215676,https://ieeexplore.ieee.org/ielx7/8782661/8901158/09930971.pdf,True,153,IEEE Open Journal of the Communications Society,"[""Internet of Things"", ""State (computer science)"", ""Computer science"", ""The Internet"", ""World Wide Web"", ""Data science"", ""Programming language""]",T3_sustainment_logistics,지속지원 / 군수 C2 / 예측정비,"[""T3""]","[""T3-006""]",resilient military supply chain logistics optimization denied environment,"Explainable Artificial Intelligence (XAI) is transforming the field of Artificial Intelligence (AI) by enhancing the trust of end-users in machines. As the number of connected devices keeps on growing, the Internet of Things (IoT) market needs to be trustworthy for the end-users. However, existing literature still lacks a systematic and comprehensive survey work on the use of XAI for IoT. To bridge this lacking, in this paper, we address the XAI frameworks with a focus on their characteristics and support for IoT. We illustrate the widely-used XAI services for IoT applications, such as security enhancement, Internet of Medical Things (IoMT), Industrial IoT (IIoT), and Internet of City Things (IoCT). We also suggest the implementation choice of XAI models over IoT systems in these applications with appropriate examples and summarize the key inferences for future works. Moreover, we present the cutting-edge development in edge XAI structures and the support of sixth-generation (6G) communication services for IoT applications, along with key inferences. In a nutshell, this paper constitutes the first holistic compilation on the development of XAI-based frameworks tailored for the demands of future IoT use cases."
dfb43255c67101c9,9,OpenAlex,https://openalex.org/W4382618630,10.1109/ojcoms.2023.3273507,Security and Privacy for Reconfigurable Intelligent Surface in 6G: A Review of Prospective Applications and Challenges,"[""Faisal Naeem"", ""Mansoor Ali"", ""Georges Kaddoum"", ""Chongwen Huang"", ""Chau Yuen""]",2023,2023-01-01,https://doi.org/10.1109/ojcoms.2023.3273507,https://ieeexplore.ieee.org/ielx7/8782661/10008219/10121733.pdf,True,132,IEEE Open Journal of the Communications Society,"[""Computer science"", ""Secrecy"", ""Wireless"", ""Reconfigurability"", ""Wireless network"", ""Computer security"", ""Software deployment"", ""Telecommunications""]",T1_radio_silent_iff,무선침묵 IFF / 저방출 피아식별,"[""T1""]","[""T1-006""]",radio silent authentication unmanned aerial vehicles challenge response protocol,"While sixth-generation (6G) wireless systems are expected to bring about an explosion of accessible user information and novel technologies, along with new threats to terrestrial and non-terrestrial networks, major concerns associated with the development of 6G networks are privacy and security. Reconfigurable intelligent surfaces (RISs), which have recently emerged as promising candidates to support 6G physical platforms, have proved to be capable of boosting security of next-generation wireless systems. However, due to their easy reconfigurability and low cost, RISs are vulnerable to several security threats, and this vulnerability has not yet been thoroughly addressed in previous research. To fill this gap in the literature, in this review, we aim to thoroughly analyze the security challenges affecting RIS-empowered 6G wireless networks. To this end, we review the attributes of RISs that distinguish them from other relevant technologies, such as multiple-input-multiple-output (MIMO), conventional relaying, backscatter communication (BackCom), as well as outline security and privacy attacks in RIS-assisted 6G applications. Our specific focus is on security and privacy threats associated with the use of RISs with different vital 6G technologies, including millimeter wave (mmWave), terahertz (THz), device-to-device (D2D) communication, Internet of Things (IoT) networks, multi-access edge computing (MEC), integrated sensing and communication (ISAC), simultaneous wireless information and power transfer (SWIPT), and non-terrestrial network. The review concludes with an outline of open research challenges and promising future directions to further increase secrecy of RIS-assisted 6G applications. The results of this review contribute to previous research on 6G network security, in general, and RIS-based 6G network security, in particular."
c07e00e7b17fb8f3,9,OpenAlex,https://openalex.org/W4401815218,10.1038/s42256-024-00881-z,Factuality challenges in the era of large language models and opportunities for fact-checking,"[""Isabelle Augenstein"", ""Timothy Baldwin"", ""Meeyoung Cha"", ""Tanmoy Chakraborty"", ""Giovanni Luca Ciampaglia"", ""David Corney"", ""Renée DiResta"", ""Emilio Ferrara""]",2024,2024-08-22,https://doi.org/10.1038/s42256-024-00881-z,,True,125,Nature Machine Intelligence,"[""Computer science"", ""Business"", ""Computer security""]",X_llm_reliability_provenance,LLM 신뢰성 / citation / provenance / 평가,"[""T2"", ""T3"", ""T5""]","[""T2-001"", ""T3-001"", ""T5-002""]",retrieval augmented generation citation provenance hallucination evaluation,
53c7cdc16aca0b86,9,OpenAlex,https://openalex.org/W4221112862,10.3390/drones6040085,Simultaneous Localization and Mapping (SLAM) and Data Fusion in Unmanned Aerial Vehicles: Recent Advances and Challenges,"[""Abhishek Gupta"", ""Xavier Fernando""]",2022,2022-03-28,https://doi.org/10.3390/drones6040085,https://www.mdpi.com/2504-446X/6/4/85/pdf?version=1648539467,True,111,Drones,"[""Simultaneous localization and mapping"", ""Artificial intelligence"", ""Computer vision"", ""Odometry"", ""Sensor fusion"", ""Computer science"", ""Kalman filter"", ""Robotics""]",T1_terrain_aware_autonomy,지형 인지형 자율성 / Terrain-aware autonomy,"[""T1""]","[""T1-002""]",UAV path planning electronic warfare communication denied environment,"This article presents a survey of simultaneous localization and mapping (SLAM) and data fusion techniques for object detection and environmental scene perception in unmanned aerial vehicles (UAVs). We critically evaluate some current SLAM implementations in robotics and autonomous vehicles and their applicability and scalability to UAVs. SLAM is envisioned as a potential technique for object detection and scene perception to enable UAV navigation through continuous state estimation. In this article, we bridge the gap between SLAM and data fusion in UAVs while also comprehensively surveying related object detection techniques such as visual odometry and aerial photogrammetry. We begin with an introduction to applications where UAV localization is necessary, followed by an analysis of multimodal sensor data fusion to fuse the information gathered from different sensors mounted on UAVs. We then discuss SLAM techniques such as Kalman filters and extended Kalman filters to address scene perception, mapping, and localization in UAVs. The findings are summarized to correlate prevalent and futuristic SLAM and data fusion for UAV navigation, and some avenues for further research are discussed."
e49890cbdb75de4b,9,OpenAlex,https://openalex.org/W4394803801,10.6028/nist.ai.600-1,Artificial intelligence risk management framework :,"[""National Institute of Standards and Technology (US)""]",2024,2024-04-15,https://doi.org/10.6028/nist.ai.600-1,https://doi.org/10.6028/nist.ai.600-1,True,105,,"[""Generative grammar"", ""Artificial intelligence"", ""Computer science""]",X_llm_reliability_provenance,LLM 신뢰성 / citation / provenance / 평가,"[""T2"", ""T3"", ""T5""]","[""T2-001"", ""T3-001"", ""T5-002""]",retrieval augmented generation citation provenance hallucination evaluation,"This document is a cross-sectoral profile of and companion resource for the AI Risk Management Framework (AI RMF 1.0) for Generative AI, 1 pursuant to President Biden’s Executive Order (EO) 14110 on Safe, Secure, and Trustworthy Artificial Intelligence.2 The AI RMF was released in January 2023, and is intended for voluntary use and to improve the ability of organizations to incorporate trustworthiness considerations into the design, development, use, and evaluation of AI products, services, and systems."
fb2bae31508dc0ee,9,OpenAlex,https://openalex.org/W3164167844,10.1186/s13173-021-00113-x,VANET simulators: an updated review,"[""Julia Silva Weber"", ""Miguel Neves"", ""Tiago Ferreto""]",2021,2021-05-06,https://doi.org/10.1186/s13173-021-00113-x,https://journal-bcs.springeropen.com/counter/pdf/10.1186/s13173-021-00113-x,True,101,Journal of the Brazilian Computer Society,"[""Vehicular ad hoc network"", ""Testbed"", ""Computer science"", ""Wireless ad hoc network"", ""Open research"", ""Wireless"", ""Computer network"", ""Telecommunications""]",T1_radio_silent_iff,무선침묵 IFF / 저방출 피아식별,"[""T1""]","[""T1-006""]",radio silent authentication unmanned aerial vehicles challenge response protocol,"Abstract Research on VANETs (vehicular ad hoc networks) date back to the beginning of the 2000s. The possibility of enabling communication between vehicles through a wireless network stimulated the creation of new protocols, devices, and diverse utilization scenarios. Due to the intrinsic difficulties of using a real testbed to evaluate these research contributions, several simulators were developed at the time. Recently, with the advent of autonomous vehicles and the emergence of novel technologies (e.g., 5G and edge computing), new research challenges on VANETs are coming into sight. Therefore, revisiting VANET simulators is required to identify if they are still capable of evaluating these new scenarios. This paper presents an updated review of VANET simulators, showing their current state and capabilities to assess novel scenarios in VANET research. Based on this analysis, we identify open research challenges that should be addressed in current and future VANET simulators."
d378f622881114aa,9,OpenAlex,https://openalex.org/W4386275778,10.1109/jstars.2023.3310363,Synthetic Aperture Radar (SAR) for Ocean: A Review,"[""Reza Mohammadi Asiyabi"", ""Arsalan Ghorbanian"", ""Shaahin Nazarpour Tameh"", ""Meisam Amani"", ""Shuanggen Jin"", ""Ali Mohammadzadeh""]",2023,2023-01-01,https://doi.org/10.1109/jstars.2023.3310363,https://ieeexplore.ieee.org/ielx7/4609443/4609444/10234538.pdf,True,98,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"[""Synthetic aperture radar"", ""Remote sensing"", ""Space-based radar"", ""Ocean observations"", ""Radar imaging"", ""Computer science"", ""Radar"", ""Wave radar""]",T4_maritime_anomaly_ais,AIS 기반 해상 이상탐지 / 회색지대 조기경보,"[""T4""]","[""T4-001"", ""T4-002""]",dark vessel detection SAR AIS fusion maritime surveillance,"Oceans cover approximately 71% of the Earth's surface and provide numerous services to the environment and humans. Precise, real-time, and large-scale monitoring of the oceanographic parameters is essential for ocean conservation and understanding the interactions between oceans and the atmosphere. In this regard, Synthetic Aperture Radar (SAR) systems, with unique capabilities (e.g., day-night and almost all-weather data acquisition), provide valuable datasets for ocean studies. Many studies have exploited the applications of SAR imagery for oceans and have proposed numerous methods to study oceanographic parameters. In this study, a brief introduction to SAR and the interaction between microwave signals and the ocean surface are initially provided. Then, the important spaceborne and airborne SAR systems for oceanographic applications are summarized. Subsequently, 12 different applications of SAR systems in the ocean are comprehensively discussed, and the advantages and disadvantages of SAR systems for ocean studies are extensively explored. Finally, the research trend on SAR applications in the ocean is provided by analyzing all the relevant papers published between 1973 and the end of December 2022, and the existing challenges are discussed for future studies."
1a7dde18d54228cf,9,OpenAlex,https://openalex.org/W4391329649,10.1111/jwas.13051,"Cutting‐edge technologies for detecting and controlling fish diseases: Current status, outlook, and challenges","[""Sk Injamamul Islam"", ""Foysal Ahammad"", ""Haitham H. Mohammed""]",2024,2024-01-29,https://doi.org/10.1111/jwas.13051,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jwas.13051,True,67,Journal of the World Aquaculture Society,"[""Biology"", ""Fish <Actinopterygii>"", ""Current (fluid)"", ""Fishery"", ""Enhanced Data Rates for GSM Evolution"", ""Computer science"", ""Engineering"", ""Artificial intelligence""]",T2_air_isr_fusion,공중 ISR 다중소스 융합,"[""T2""]","[""T2-002""]",airborne ISR data fusion anomaly detection open source intelligence,"Abstract Aquaculture is now the main source of seafood in human diets and is one of its fastest‐growing industries worldwide. However, the industry is facing several difficulties, including infectious diseases, the most significant limiting factor for aquaculture expansion. The impact of diseases on aquaculture growth, fecundity, mortality rates, and marketability is profound. Hence, the ability to predict disease outbreaks is crucial to overcoming these challenges. Various infectious agents such as bacteria, viruses, fungi, and parasites can cause significant losses of fish in intensive aquaculture practices. In an aquaculture environment, the high host density coupled with restricted water flow promotes pathogen spread. Early detection of disease is crucial for farmers as mortality rates can reach as high as 100% if left untreated. Therefore, new techniques and technical solutions for disease management in aquaculture are required. In this context, data analytics technologies, such as internet of things (IoT) sensors, artificial intelligence, and machine learning, allow farmers to proactively monitor their farms and detect potential disease outbreaks before they strike. Here, we highlighted the potential of machine learning algorithms in early pathogen detection and the possibilities of intelligent aquaculture in controlling disease outbreaks at the farm level. IoT is currently a popular study topic for smarter and sustainable aquaculture, as seen by the growing interest and broad overall assumptions. Therefore, this review aims to provide comprehensive information on the various aspects and challenges associated with modern technologies for controlling pathogenic microorganisms, as well as the potential benefits of using the IoT to improve fish health and welfare in aquaculture."
3055a06d1d3d5495,9,OpenAlex,https://openalex.org/W4404905824,10.1007/s44163-024-00209-1,"In-depth review of AI-enabled unmanned aerial vehicles: trends, vision, and challenges","[""Osim Kumar Pal"", ""Md Sakib Hossain Shovon"", ""M. F. Mridha"", ""Jungpil Shin""]",2024,2024-12-02,https://doi.org/10.1007/s44163-024-00209-1,https://link.springer.com/content/pdf/10.1007/s44163-024-00209-1.pdf,True,54,Discover Artificial Intelligence,"[""Artificial intelligence"", ""Aeronautics"", ""Computer vision"", ""Computer science"", ""Remote sensing"", ""Engineering"", ""Geography""]",T2_air_isr_fusion,공중 ISR 다중소스 융합,"[""T2""]","[""T2-002""]",airborne ISR data fusion anomaly detection open source intelligence,"In recent times, AI and UAV have progressed significantly in several applications. This article analyzes applications of UAV with modern green computing in various sectors. It addresses cutting-edge technologies such as green computing, generative AI, future scope, and related concerns in UAV. The research investigates the role of green computing and generative AI in combination with UAVs for navigation, object recognition and tracking, wildlife monitoring, precision agriculture, rescue operations, surveillance, and UAV communication. This study examines how modern computing technologies and UAVs are being applied in agriculture, surveillance, disaster management, and other areas. The ethics of UAV and AI applications, including safety, legal frameworks, and other issues, are thoroughly investigated. This research examines AI-based UAV applications across different disciplines, using open-source data and current advancements for future growth in this domain. This investigation will aid future researchers in their exploration of UAVs using cutting-edge computing technologies."
c4daddc18a5d1146,9,OpenAlex,https://openalex.org/W4392825395,10.1109/ojcoms.2024.3376233,A Survey on Blockchain for Dynamic Spectrum Sharing,"[""Lavan Perera"", ""Pasika Ranaweera"", ""Sachitha Kusaladharma"", ""Shen Wang"", ""Madhusanka Liyanage""]",2024,2024-01-01,https://doi.org/10.1109/ojcoms.2024.3376233,https://ieeexplore.ieee.org/ielx7/8782661/8901158/10466663.pdf,True,44,IEEE Open Journal of the Communications Society,"[""Blockchain"", ""Spectrum (functional analysis)"", ""Computer science"", ""Computer security"", ""Physics"", ""Quantum mechanics""]",T1_radio_silent_iff,무선침묵 IFF / 저방출 피아식별,"[""T1""]","[""T1-006""]",identification friend or foe UAV cryptographic challenge response replay attack,"The rapid increase in mobile users, the IoT, and data-hungry applications have brought forth unprecedented demand on the spectrum, which is scarce; on top of that, the existing static spectrum allocation schemes have resulted in a heavily underutilized spectrum which can be mitigated with a Dynamic Spectrum Access (DSA) scheme with unlicensed users gaining access to the idle spectrum bands of licensed spectrum users opportunistically. Such a DSA and Dynamic Spectrum Management (DSM) scheme would significantly increase spectral efficiency while facilitating new services and applications beyond 5G (B5G) networks. Even with access to new spectrum bands like terahertz (THz) and Visible light communication and enabling technologies such as Software Defined Networks (SDN) and Cognitive Radio (CR), implementing a fully realized DSM requires rapid sensing, coordination, and management, and sharing of idle spectrum bands in a fair manner while preserving the security and privacy aspects, limiting interferences. With their decentralized, immutable nature, blockchains promise the execution of spectrum access and sharing in a fully transparent, fair manner while preserving privacy and security. Furthermore, blockchain-based Smart Contracts (SCs) allow automation of DSM, cryptocurrencies, and tokens to facilitate the trading of spectrum and related resources. In addition to that, blockchains act as an interface for integrating AI and Machine Learning (ML) techniques into DSM, which provides a certain level of intelligence to the underlying architecture. Although several attempts have been carried out to analyze the research gaps in DSM, a comprehensive analysis addressing the blockchains as the primary solution to address DSM has not been carried out. In this survey, we address the potential of a blockchain-based approach toward realizing a decentralized DSM while presenting future directives to improve the use of blockchains for DSM."
a3c63f464aaff61b,9,OpenAlex,https://openalex.org/W4281261549,10.3390/s22103896,Threats from and Countermeasures for Unmanned Aerial and Underwater Vehicles,"[""Wahab Khawaja"", ""Vasilii Semkin"", ""Naeem Iqbal Ratyal"", ""Qasim Yaqoob"", ""Jibran Gul"", ""İsmail Güvenç""]",2022,2022-05-20,https://doi.org/10.3390/s22103896,https://www.mdpi.com/1424-8220/22/10/3896/pdf?version=1653277237,True,34,Sensors,"[""Underwater"", ""Drone"", ""Terrain"", ""Remotely operated underwater vehicle"", ""Computer science"", ""Marine engineering"", ""Engineering"", ""Artificial intelligence""]",T1_counter_uas_sensor_fusion,Counter-UAS 탐지·추적·요격,"[""T1""]","[""T1-003"", ""T1-005""]",counter UAS drone detection RF EO IR radar sensor fusion,"The use of unmanned aerial vehicles (UAVs) for different applications has increased tremendously during the past decade. The small size, high maneuverability, ability to fly at predetermined coordinates, simple construction, and affordable price have made UAVs a popular choice for diverse aerial applications. However, the small size and the ability to fly close to the terrain make the detection and tracking of UAVs challenging. Similarly, unmanned underwater vehicles (UUVs) have revolutionized underwater operations. UUVs can accomplish numerous tasks that were not possible with manned underwater vehicles. In this survey paper, we provide features and capabilities expected from current and future UAVs and UUVs, and review potential challenges and threats due to use of such UAVs/UUVs. We also overview the countermeasures against such threats, including approaches for the detection, tracking, and classification of UAVs and UUVs."
4257f1f3a7b09db4,9,OpenAlex,https://openalex.org/W4392746676,10.3390/rs16061016,Comprehensive Review: Effectiveness of MIMO and Beamforming Technologies in Detecting Low RCS UAVs,"[""Neda Rojhani"", ""George Shaker""]",2024,2024-03-13,https://doi.org/10.3390/rs16061016,https://www.mdpi.com/2072-4292/16/6/1016/pdf?version=1710338289,True,31,Remote Sensing,"[""Beamforming"", ""Remote sensing"", ""Computer science"", ""Environmental science"", ""Aerospace engineering"", ""Geology"", ""Telecommunications"", ""Engineering""]",T1_counter_uas_sensor_fusion,Counter-UAS 탐지·추적·요격,"[""T1""]","[""T1-003"", ""T1-005""]",counter UAS drone detection RF EO IR radar sensor fusion,"Unmanned aerial vehicles (UAVs) are increasing in popularity in various sectors, simultaneously rasing the challenge of detecting those with low radar cross sections (RCS). This review paper aims to assess the current state-of-the-art in radar technology, focusing on multiple-input multiple-output (MIMO) and beamforming techniques, to address this growing concern. It explores the challenges associated with detecting UAVs in urban settings and adverse weather conditions, where traditional radar systems often do not succeed. This paper examines the existing literature and technological advancements to understand how these methodologies can significantly boost detection capabilities under the constraints of low RCS. In particular, MIMO technology, renowned for its spatial multiplexing, and beamforming, with its directional signal enhancement, are evaluated for their efficacy in the context of UAV surveillance and defense strategies. Ultimately, a comprehensive comparison is presented, drawing on a variety of studies to illustrate the combined potential of integrating these technologies, providing the way for future developments in radar system design and UAV detection."
