scenario_id,route_id,route_type,origin_node_type,origin_name,destination_node_type,destination_name,flow_category,flow_label,quantity,quantity_unit,routing_provider,routing_status,straight_line_km,road_distance_km,distance_nm,duration_min,duration_hours_estimate,fuel_liters_per_trip,driver_hours_per_trip,estimated_trip_cost_krw,risk_score,route_geometry_points,route_road_summary,routing_note,status
baseline,matroad_baseline_lithium_battery_feedstock_port_donghae_fac_1a38150c72_3,port_to_factory_material,import_port,Donghae Port,factory,지에스피(주),lithium_battery_feedstock,Battery,2328,kg_30d,OSRM public demo server,routed,131.8,194.6,,161.2,,29.9,2.69,126100,,42,"unnamed road 2.2km → 7 / 동해대로 2.2km → 65 / 동해고속도로 42.2km → 50: 서울, 원주 1.9km → 영동고속도로 105.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_lithium_battery_feedstock_port_donghae_fac_167cd638df_4,port_to_factory_material,import_port,Donghae Port,factory,(주)아이거텍알에프,lithium_battery_feedstock,Battery,2282,kg_30d,OSRM public demo server,routed,182.1,252.0,,201.7,,38.8,3.36,160000,,50,7 / 동해대로 2.2km → 65 / 동해고속도로 42.2km → 영동고속도로 105.2km → 52 / 광주원주고속도로 54.9km → 37 / 제2중부고속도로 14.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_copper_electronics_feedstock_port_busan_fac_3215491325_1,port_to_factory_material,import_port,Busan Port,factory,대한전선(주),copper_electronics_feedstock,Copper/PCB,561,kg_30d,OSRM public demo server,routed,264.0,347.2,,271.3,,53.4,4.52,217400,,43,55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 154.0km → 251 / 호남고속도로지선 7.2km → 302 / 서산영덕고속도로 54.2km → unnamed road 3.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_copper_electronics_feedstock_port_busan_fac_18d73ec4e7_2,port_to_factory_material,import_port,Busan Port,factory,한미전선(주),copper_electronics_feedstock,Copper/PCB,520,kg_30d,OSRM public demo server,routed,229.3,286.0,,211.0,,44.0,3.52,173300,,29,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_copper_electronics_feedstock_port_busan_fac_e9184ea9bd_3,port_to_factory_material,import_port,Busan Port,factory,(주)금화전선,copper_electronics_feedstock,Copper/PCB,469,kg_30d,OSRM public demo server,routed,230.9,290.8,,219.1,,44.7,3.65,178300,,30,33 / 성남로 3.0km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 23.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_copper_electronics_feedstock_port_busan_fac_0469d3cc51_4,port_to_factory_material,import_port,Busan Port,factory,대덕전자(주),copper_electronics_feedstock,Copper/PCB,395,kg_30d,OSRM public demo server,routed,316.6,376.0,,274.9,,57.8,4.58,226600,,44,33 / 성남로 3.0km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 149.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_lightweight_airframe_feedstock_port_ulsan_fac_c647d0865d_1,port_to_factory_material,import_port,Ulsan Port,factory,에이테크솔루션(주),lightweight_airframe_feedstock,Composite,5069,kg_30d,OSRM public demo server,routed,287.5,348.1,,269.8,,53.6,4.5,216900,,42,용잠로 4.4km → 20 / 남부순환도로 8.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 경부고속도로 8.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_lightweight_airframe_feedstock_port_ulsan_fac_94c213e613_2,port_to_factory_material,import_port,Ulsan Port,factory,정일금형정공(주),lightweight_airframe_feedstock,Composite,4431,kg_30d,OSRM public demo server,routed,272.6,355.9,,273.2,,54.8,4.55,220600,,42,용잠로 4.4km → 20 / 남부순환도로 8.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 경부고속도로 8.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_lightweight_airframe_feedstock_port_ulsan_fac_82ab4f0707_3,port_to_factory_material,import_port,Ulsan Port,factory,대성플라스틱,lightweight_airframe_feedstock,Composite,3642,kg_30d,OSRM public demo server,routed,106.7,165.8,,153.1,,25.5,2.55,114800,,41,unnamed road 12.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 301 / 상주영천고속도로 11.4km → 28 9.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_lightweight_airframe_feedstock_port_ulsan_fac_cc1c9e0bfe_4,port_to_factory_material,import_port,Ulsan Port,factory,(주)델타금형컴퍼니,lightweight_airframe_feedstock,Composite,72,kg_30d,OSRM public demo server,routed,234.7,302.1,,241.4,,46.5,4.02,191700,,59,용잠로 2.3km → 신항로 6.5km → 65 / 부산포항고속도로 2.4km → 14 / 함양울산고속도로 71.2km → 45 / 중부내륙고속도로 36.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_optical_sensor_components_port_pohang_fac_5b9b5c4665_1,port_to_factory_material,import_port,Pohang Port,factory,(주)삼양옵틱스,optical_sensor_components,Optics,234,kg_30d,OSRM public demo server,routed,105.6,142.3,,139.4,,21.9,2.32,102300,,24,unnamed road 7.9km → 20 / 건포산업로 23.7km → 20 / 외현로 16.4km → 35 / 반구대로 3.5km → 1 / 경부고속도로 43.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_optical_sensor_components_port_pohang_fac_39453d026e_2,port_to_factory_material,import_port,Pohang Port,factory,부원광학(주),optical_sensor_components,Optics,222,kg_30d,OSRM public demo server,routed,253.9,315.8,,252.5,,48.6,4.21,200400,,38,unnamed road 7.1km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 301 / 상주영천고속도로 79.2km → 45 / 중부내륙고속도로 125.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_optical_sensor_components_port_pohang_fac_574770868e_3,port_to_factory_material,import_port,Pohang Port,factory,(주)한광옵토,optical_sensor_components,Optics,222,kg_30d,OSRM public demo server,routed,277.4,341.6,,276.1,,52.6,4.6,218200,,40,unnamed road 5.0km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 301 / 상주영천고속도로 79.2km → 45 / 중부내륙고속도로 125.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_optical_sensor_components_port_pohang_fac_864caccf17_4,port_to_factory_material,import_port,Pohang Port,factory,(주)그린광학 (1공장),optical_sensor_components,Optics,209,kg_30d,OSRM public demo server,routed,189.4,235.2,,194.2,,36.2,3.24,152100,,42,unnamed road 6.6km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 28 4.3km → 301 / 상주영천고속도로 79.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_industrial_polymers_packaging_port_busan_fac_cb50eed1fd_1,port_to_factory_material,import_port,Busan Port,factory,(주)신안포장,industrial_polymers_packaging,Polymers,828,kg_30d,OSRM public demo server,routed,346.6,419.5,,306.0,,64.5,5.1,252500,,49,55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 149.8km → 50 / 영동고속도로 13.1km → 35 / 중부고속도로 10.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_industrial_polymers_packaging_port_busan_fac_ee30082ddc_2,port_to_factory_material,import_port,Busan Port,factory,미래포장(주),industrial_polymers_packaging,Polymers,823,kg_30d,OSRM public demo server,routed,291.9,351.4,,265.3,,54.1,4.42,215700,,42,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_industrial_polymers_packaging_port_busan_fac_be98174b87_3,port_to_factory_material,import_port,Busan Port,factory,양지포장,industrial_polymers_packaging,Polymers,744,kg_30d,OSRM public demo server,routed,348.2,416.3,,305.6,,64.0,5.09,251500,,47,33 / 성남로 3.0km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 186.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,matroad_baseline_industrial_polymers_packaging_port_busan_fac_priority_a2d8939ba2_4,port_to_factory_material,import_port,Busan Port,factory,유비파이 / UVify,industrial_polymers_packaging,Polymers,202,kg_30d,OSRM public demo server,routed,288.9,341.8,,250.7,,52.6,4.18,206400,,40,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 33 / 모라로 2.4km → 55 / 대구부산고속도로 91.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
baseline,resource_route_baseline_res_eb9ae8b021_fac_df3d5b6432,domestic_resource_to_factory,resource_node,성광마그네트,factory,상훈전기,rare_earth_magnet_recovery,NdFeB / Magnet,1909,kg_30d,OSRM public demo server,routed,4.3,15.2,,20.2,,2.3,0.34,13400,0.12,44,unnamed road 1.3km → 45 / 태허정로 3.6km → 88 / 천진암로 3.2km → 342 / 산수로 7.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_7e58fa0713_fac_163be2959d,domestic_resource_to_factory,resource_node,(주)유양마그네트,factory,(주)성일,rare_earth_magnet_recovery,NdFeB / Magnet,431,kg_30d,OSRM public demo server,routed,1.2,1.9,,3.6,,0.3,0.06,2200,0.12,10,관터로 1.1km → 관유양지말길 0.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_69aabe04a8_fac_8e09801f80,domestic_resource_to_factory,resource_node,(주)삼지유원,factory,(주)에이비일렉콤,battery_material_recovery,Battery Material,1463,kg_30d,OSRM public demo server,routed,6.6,8.0,,9.2,,1.2,0.15,6400,0.12,16,광평로34길 0.4km → 광평로 0.7km → 92 / 양재대로 5.5km → 풍성로 0.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_cfeeeaca30_fac_3c49864f5e,domestic_resource_to_factory,resource_node,(주)중일,factory,주식회사 에스피파워,battery_material_recovery,Battery Material,1917,kg_30d,OSRM public demo server,routed,2.3,3.4,,3.9,,0.5,0.07,2700,0.12,8,도산대로 0.6km → 47; 23 / 영동대로 0.6km → 47; 23 / 동일로 1.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_6f5706c533_fac_3a88a5c6e6,domestic_resource_to_factory,resource_node,대경수지재활용협동조합,factory,태동ENG,metal_electronics_recycling,Urban Mining,3818,kg_30d,OSRM public demo server,routed,2.4,4.2,,7.9,,0.6,0.13,4800,0.12,52,unnamed road 2.4km → 양수상부길 0.9km → 안파로 1.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_1d4bb9f895_fac_6e819607ce,domestic_resource_to_factory,resource_node,승리자원,factory,대륙전선(주)2공장,metal_electronics_recycling,Urban Mining,862,kg_30d,OSRM public demo server,routed,1.2,2.0,,5.4,,0.3,0.09,3000,0.12,26,unnamed road 0.6km → 914 / 길안청송로 1.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_7e7af48ca0_fac_2c18f288aa,domestic_resource_to_factory,resource_node,카본헥사 주식회사,factory,주식회사 신성기업,carbon_composite_supply,Composite,1463,kg_30d,OSRM public demo server,routed,2.1,4.6,,11.1,,0.7,0.18,6400,0.12,29,다남로 3.1km → unnamed road 1.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_d8af4ff6e0_fac_62d7d9da1f,domestic_resource_to_factory,resource_node,써멀솔루션스(주),factory,(주)에이엠피테크,carbon_composite_supply,Composite,1339,kg_30d,OSRM public demo server,routed,1.4,2.7,,8.1,,0.4,0.13,4500,0.12,34,양시3길 0.8km → 양시로 0.5km → unnamed road 0.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,resource_route_baseline_res_48b967f945_fac_3a010122df,domestic_resource_to_factory,resource_node,슝크카본테크놀로지(유),factory,본하이테크(주),carbon_composite_supply,Composite,1358,kg_30d,OSRM public demo server,routed,1.0,2.8,,4.7,,0.4,0.08,2900,0.12,31,"43, 45: 하남, 광주시청, 광주경찰서 0.7km → 43; 45 / 회안대로 0.6km → 절골길11번길 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
baseline,route_baseline_fac_0469d3cc51_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,대덕전자(주),priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,flight_stack,Flight Stack,2128,units_30d,OSRM public demo server,routed,6.3,9.4,,13.6,,1.4,0.23,8800,0.12,32,6 / 경강로 6.0km → 45 0.5km → 16 / 북한강로 0.8km → 다산로 1.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_2efdf8c1a1_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,인텍전기전자(주),priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,flight_stack,Flight Stack,1881,units_30d,OSRM public demo server,routed,9.7,12.9,,18.9,,2.0,0.32,12200,0.12,33,unnamed road 0.5km → 고래산로451번길 1.1km → 8 / 재재기로 1.9km → 45 / 북한강로 7.7km → 다산로 1.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_9b86d99440_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,(주)매직디스플레이,priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,flight_stack,Flight Stack,1782,units_30d,OSRM public demo server,routed,12.1,21.3,,22.1,,3.3,0.37,15900,0.12,40,345 / 여양2로 5.3km → 88 / 고달사로 0.8km → unnamed road 2.1km → 52: 동서울 0.5km → 52 / 광주원주고속도로 8.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_6bedc85f6e_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,제이씨현전자(주),priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,flight_stack,Flight Stack,1757,units_30d,OSRM public demo server,routed,10.2,17.4,,40.3,,2.7,0.67,23400,0.12,45,unnamed road 1.7km → 345 / 여양2로 2.4km → 341 / 대평로 6.3km → 70 / 지평로 0.8km → 70 / 여양1로 6.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_42e82c2139_fac_priority_ee105ea137,component_factory_to_priority_assembly_factory,factory,한국SMT(주),priority_final_assembly_factory,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,flight_stack,Flight Stack,1856,units_30d,OSRM public demo server,routed,31.6,38.3,,37.2,,5.9,0.62,27400,0.12,20,unnamed road 0.5km → 3 / 신평화로 23.1km → 3 / 동일로 13.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_6e28ddc870_fac_priority_115bd4ae5d,component_factory_to_priority_assembly_factory,factory,대형정밀(주),priority_final_assembly_factory,두산모빌리티이노베이션 / DMI · 두산기술원,flight_stack,Flight Stack,596,units_30d,OSRM public demo server,routed,11.6,24.7,,29.2,,3.8,0.49,20100,0.12,57,탑선길 1.2km → 88 / 정영로 4.3km → 88 / 왕창로 1.0km → 88 / 강남로 7.0km → 342 / 강상로 5.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_c788629a58_fac_priority_5daa57ca08,component_factory_to_priority_assembly_factory,factory,SK이노베이션(주),priority_final_assembly_factory,아쎄따 / ASSETTA · 인천 연구소/공장,power,Power,1559,units_30d,OSRM public demo server,routed,70.3,133.1,,111.7,,20.5,1.86,86900,0.12,28,619 / 한천로 2.9km → 30 / 서산영덕고속도로 3.3km → 15 / 서해안고속도로 35.6km → 153 / 평택시흥고속도로 40.5km → 330 / 제3경인고속화도로 3.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_167cd638df_fac_priority_ee105ea137,component_factory_to_priority_assembly_factory,factory,(주)아이거텍알에프,priority_final_assembly_factory,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,power,Power,1237,units_30d,OSRM public demo server,routed,0.7,1.2,,2.5,,0.2,0.04,1500,0.12,9,road step summary unavailable,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_1a38150c72_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,지에스피(주),priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,power,Power,1262,units_30d,OSRM public demo server,routed,11.0,14.4,,20.6,,2.2,0.34,13400,0.12,31,unnamed road 0.9km → 341; 342 / 지평의병로 0.6km → 지평로 0.7km → 70 / 지평로 6.1km → 70 / 여양1로 6.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_40abaf57ad_fac_priority_38de94e360,component_factory_to_priority_assembly_factory,factory,(주)엘지화학,priority_final_assembly_factory,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,power,Power,1460,units_30d,OSRM public demo server,routed,75.0,92.7,,81.1,,14.3,1.35,62100,0.12,37,"unnamed road 2.2km → 1; 21 / 선비로 3.9km → 25 / 호남고속도로 80.0km → 유성, 계룡산국립공원, 국립대전현충원 0.8km → 월드컵대로 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_20b0a23ce0_fac_priority_5daa57ca08,component_factory_to_priority_assembly_factory,factory,(주)타보스,priority_final_assembly_factory,아쎄따 / ASSETTA · 인천 연구소/공장,power,Power,1138,units_30d,OSRM public demo server,routed,74.0,142.8,,113.8,,22.0,1.9,90500,0.12,30,647 / 해운로 2.9km → unnamed road 2.1km → 15 / 서해안고속도로 53.1km → 153 / 평택시흥고속도로 40.5km → 330 / 제3경인고속화도로 3.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_681c5ac79f_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,주식회사 위저드쏠루션,priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,power,Power,1064,units_30d,OSRM public demo server,routed,12.9,16.2,,17.4,,2.5,0.29,12400,0.12,15,오빈길 0.7km → 6 / 경강로 2.9km → 양평로 8.3km → 37 / 개군로 0.8km → 37 / 여양로 2.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_083c0288da_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,대화기전(주),priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,propulsion,Propulsion,4653,units_30d,OSRM public demo server,routed,11.0,27.0,,29.8,,4.2,0.5,21000,0.12,29,43; 45 / 회안대로 3.3km → unnamed road 1.7km → 35 / 중부고속도로 9.8km → 189 / 창우로 2.2km → 45 6.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_e67713f287_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,(주)에스씨디,priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,propulsion,Propulsion,4900,units_30d,OSRM public demo server,routed,18.1,24.9,,32.3,,3.8,0.54,21600,0.12,30,용천로 7.3km → 37 / 마유산로 3.4km → 6; 37; 44 / 경강로 1.1km → 양평로 8.3km → 37 / 개군로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_6884b83922_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,(주)원진일렉트로닉스,priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,propulsion,Propulsion,4826,units_30d,OSRM public demo server,routed,10.7,26.7,,35.7,,4.1,0.6,23600,0.12,39,검복길 0.8km → 342 / 남한산성로 5.1km → 43 / 회안대로 2.1km → 43 / 하남대로 6.1km → 189 / 창우로 2.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
